TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Status,Age,Age Class,SP,Frequency,rEQUENCY,No.of Individual of Species,Density,AGB,BGBC,AGBC,BGB,Carbon,Price of Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,Volume Growth,% Volume Growth,Harvest / Post-Felling,Damage,Lifespan,Species_V1,age_1
2379,CLE1SU,3,1,58,12.2,2012.00,14.2,Understory,Alive,6,Young,DIOSA1,2,9,9,4.5,1057.48,248.51,497.01,528.74,0.05,1.54,0.13,0.06,0.03,6.29,46.3,52.62,1,0.11,19.38,125.43,1.25,,0,0,NonDipterocarp,16
2379A,PORTAN,3,1,58.8,11.4,2012.00,21.1,Understory,Alive,8,Young,DIOSAP,7,23,23,11.5,9476.87,"2,227.06","4,454.13","4,738.44",0.45,13.81,0.19,0.09,0.08,9.35,118.31,127.74,4.6,0.51,24.94,356.48,3.56,,50,0,NonDipterocarp,19
2380,CARABR,3,1,58.4,7.9,2012.00,0,Dead,Dead,0,Dead,DIOSBU,10,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,0,NonDipterocarp,0
2381,NEOBHE,3,1,56.7,4.5,2012.00,20.1,Understory,Alive,8,Young,DIOSLA,5,10,10,5,3522.26,827.73,"1,655.46","1,761.13",0.17,5.13,0.18,0.09,0.03,8.91,51.44,60.38,5.3,0.59,24.23,314.25,3.14,,50,0,NonDipterocarp,18
2382,BEILL1,3,1,55.2,2.2,2012.00,15.3,Understory,Alive,6,Young,DIOSMA,1,1,1,0.5,148.19,34.83,69.65,74.1,0.01,0.22,0.14,0.07,0,6.78,5.14,11.93,1.6,0.18,20.38,153.12,1.53,,50,6,NonDipterocarp,16
2382A,MACALO,3,1,55,0.6,2012.00,0,Dead,Dead,0,Dead,DIOSNU,1,34,34,17,0,0,0,0,0,0,0,0,0.11,0,174.9,175.01,0,0,0,0,0,,0,0,NonDipterocarp,0
2383,DIPTC1,4,1,63.4,0.4,2012.00,61.8,Emergent,Alive,25,Intermediate,DIOSRU,2,27,27,13.5,444324.79,"104,416.33","208,832.65","222,162.40",20.88,647.38,0.55,0.27,0.09,27.38,138.89,166.36,21.9,2.43,40.84,"5,007.24",50.07,,20,6,Dipterocarp,34
2384,POMEPA,4,1,61,3.5,2012.00,12.4,Understory,Alive,5,Young,DIOSS1,1,6,6,3,464.81,109.23,218.46,232.41,0.02,0.68,0.11,0.05,0.02,5.49,30.86,36.38,1.6,0.18,17.63,87.02,0.87,,0,0,NonDipterocarp,15
2384A,SCA1SP,4,1,69.5,1.8,2012.00,0,Dead,Dead,0,Dead,DIOSSI,3,12,12,6,0,0,0,0,0,0,0,0,0.04,0,61.73,61.77,0,0,0,0,0,,0,0,NonDipterocarp,0
2385,ALPHEL,4,1,61.8,3.3,2012.00,18.8,Understory,Alive,8,Young,DIOSSU,2,7,7,3.5,1989.37,467.5,935,994.68,0.09,2.9,0.17,0.08,0.02,8.33,36.01,44.36,3.4,0.38,23.26,263.91,2.64,,50,0,NonDipterocarp,18
2386,GIRONE,4,1,60.9,4.8,2012.00,0,Dead,Dead,0,Dead,DIPLMA,11,12,12,6,0,0,0,0,0,0,0,0,0.04,0,61.73,61.77,0,0,0,0,0,,0,0,NonDipterocarp,0
2387,OCHAAM,4,1,63.6,6.1,2012.00,13.8,Understory,Alive,6,Young,DIPTC1,27,20,20,10,2151.23,505.54,"1,011.08","1,075.61",0.1,3.13,0.12,0.06,0.07,6.11,102.88,109.06,1.6,0.18,19,116.16,1.16,,0,0,NonDipterocarp,16
2388,CLE1SU,4,1,65.5,4.9,2012.00,14.7,Understory,Alive,6,Young,DIPTKU,2,9,9,4.5,1177.37,276.68,553.37,588.69,0.06,1.72,0.13,0.07,0.03,6.51,46.3,52.84,2.3,0.26,19.84,137.61,1.38,,0,0,NonDipterocarp,16
2389,GIRONE,4,1,67.5,4.9,2012.00,23.3,Understory,Alive,9,Young,DRYPKI,3,12,12,6,6829.66,"1,604.97","3,209.94","3,414.83",0.32,9.95,0.21,0.1,0.04,10.32,61.73,72.09,10.8,1.2,26.42,460.38,4.6,,50,0,NonDipterocarp,19
2389A,SHORP2,4,1,70.5,6,2012.00,0,Dead,Dead,0,Dead,DRYPLO,17,23,23,11.5,0,0,0,0,0,0,0,0,0.08,0,118.31,118.39,0,0,0,0,0,,0,0,Dipterocarp,0
2389B,GREWMI,4,1,71.6,6.5,2012.00,0,Dead,Dead,0,Dead,DRYPPE,1,12,12,6,0,0,0,0,0,0,0,0,0.04,0,61.73,61.77,0,0,0,0,0,,0,0,NonDipterocarp,0
2389C,SHORM1,4,1,73.8,6.1,2012.00,0,Dead,Dead,0,Dead,DRYPPO,2,42,42,21,0,0,0,0,0,0,0,0,0.14,0,216.05,216.19,0,0,0,0,0,,0,10,Dipterocarp,0
2389D,SHOROV,4,1,74.2,3.5,2012.00,0,Dead,Dead,0,Dead,DURIGR,7,4,4,2,0,0,0,0,0,0,0,0,0.01,0,20.58,20.59,0,0,0,0,0,,0,0,Dipterocarp,0
2390,KNEMSC,4,1,68.2,6.5,2012.00,0,Dead,Dead,0,Dead,DYERCO,2,15,15,7.5,0,0,0,0,0,0,0,0,0.05,0,77.16,77.21,0,0,0,0,0,,0,0,NonDipterocarp,0
2391,APORPR,4,1,69.4,7.2,2012.00,11.7,Understory,Alive,5,Young,DYSOCA,1,7,7,3.5,454.51,106.81,213.62,227.26,0.02,0.66,0.1,0.05,0.02,5.18,36.01,41.22,1.2,0.13,16.91,74.32,0.74,,0,0,NonDipterocarp,15
2391A,DACRRI,4,1,71,7.6,2012.00,15.4,Understory,Alive,6,Young,ELAEFE,2,1,1,0.5,151.24,35.54,71.08,75.62,0.01,0.22,0.14,0.07,0,6.82,5.14,11.97,0,0,20.47,155.81,1.56,,50,7,NonDipterocarp,16
2391B,LITHEW,4,1,71.5,7,2012.00,0,Dead,Dead,0,Dead,ELAEFL,1,6,6,3,0,0,0,0,0,0,0,0,0.02,0,30.86,30.88,0,0,0,0,0,,0,0,NonDipterocarp,0
2392,CASTME,4,1,68.4,9.1,2012.00,0,Dead,Dead,0,Dead,ELAENI,3,5,5,2.5,0,0,0,0,0,0,0,0,0.02,0,25.72,25.74,0,0,0,0,0,,0,0,NonDipterocarp,0
2393,ALPHMA,4,1,71.2,11,2012.00,0,Dead,Dead,0,Dead,ELAEP3,1,11,11,5.5,0,0,0,0,0,0,0,0,0.04,0,56.58,56.62,0,0,0,0,0,,0,0,NonDipterocarp,0
2394,XANTEU,4,1,71.1,14.3,2012.00,0,Dead,Dead,0,Dead,ELAERU,3,32,32,16,0,0,0,0,0,0,0,0,0.11,0,164.61,164.72,0,0,0,0,0,,0,15,NonDipterocarp,0
2395,ALPHMA,4,1,67.7,15.7,2012.00,23.6,Understory,Alive,9,Young,ELATTA,7,11,11,5.5,6528.55,"1,534.21","3,068.42","3,264.27",0.31,9.51,0.21,0.1,0.04,10.46,56.58,67.08,8.7,0.97,26.61,475.74,4.76,,50,0,NonDipterocarp,19
2395A,SHORL1,4,1,68.7,18.9,2012.00,35.7,Canopy,Alive,14,Young,ELLATA,1,18,18,9,42800.06,"10,058.01","20,116.03","21,400.03",2.01,62.36,0.32,0.16,0.06,15.82,92.59,108.47,13.1,1.46,32.9,"1,345.80",13.46,,40,0,Dipterocarp,24
2395B,SHORAC,4,1,69.1,17.1,2012.00,16.4,Understory,Alive,7,Young,EUGE10,1,17,17,8.5,3132.17,736.06,"1,472.12","1,566.08",0.15,4.56,0.15,0.07,0.06,7.27,87.45,94.77,0,0,21.33,184.16,1.84,,50,0,Dipterocarp,17
2395C,ARCHDU,4,1,67.8,16.1,2012.00,0,Dead,Dead,0,Dead,EUGEC1,16,1,1,0.5,0,0,0,0,0,0,0,0,0,0,5.14,5.15,0,0,0,0,0,,0,0,NonDipterocarp,0
2395D,MACALO,4,1,67.9,16.5,2012.00,0,Dead,Dead,0,Dead,EUGEC4,2,34,34,17,0,0,0,0,0,0,0,0,0.11,0,174.9,175.01,0,0,0,0,0,,0,0,NonDipterocarp,0
2395E,DIOSRU,4,1,66.5,15.2,2012.00,0,Dead,Dead,0,Dead,EUGECH,1,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,25,NonDipterocarp,0
2396,PORTAN,4,1,65,16.8,2012.00,0,Dead,Dead,0,Dead,EUGECL,8,23,23,11.5,0,0,0,0,0,0,0,0,0.08,0,118.31,118.39,0,0,0,0,0,,0,0,NonDipterocarp,0
2397,MACALO,4,1,63.4,19,2012.00,14.1,Understory,Alive,6,Young,EUGEDE,7,34,34,17,3908.46,918.49,"1,836.97","1,954.23",0.18,5.69,0.12,0.06,0.11,6.25,174.9,181.26,2.8,0.31,19.28,123.07,1.23,,0,0,NonDipterocarp,16
2398,DIOSS1,4,1,61.1,17.2,2012.00,16,Understory,Alive,6,Young,EUGEDU,2,1,1,0.5,170.48,40.06,80.13,85.24,0.01,0.25,0.14,0.07,0,7.09,5.14,12.24,2.5,0.28,20.99,172.48,1.72,,50,5,NonDipterocarp,17
2398A,DIPLMA,4,1,62,15.7,2012.00,0,Dead,Dead,0,Dead,EUGEFI,5,11,11,5.5,0,0,0,0,0,0,0,0,0.04,0,56.58,56.62,0,0,0,0,0,,0,0,NonDipterocarp,0
2400,RYPAKU,4,1,76.7,13.1,2012.00,0,Dead,Dead,0,Dead,EUGEFL,2,22,22,11,0,0,0,0,0,0,0,0,0.07,0,113.17,113.24,0,0,0,0,0,,0,0,NonDipterocarp,0
2401,XANTEU,4,1,78.8,14.1,2012.00,14.8,Understory,Alive,6,Young,EUGEGR,10,32,32,16,4275.45,"1,004.73","2,009.46","2,137.72",0.2,6.23,0.13,0.07,0.11,6.56,164.61,171.27,1.3,0.14,19.93,140.13,1.4,,0,15,NonDipterocarp,16
2402,PIMEGR,4,1,79,13.3,2012.00,0,Dead,Dead,0,Dead,EUGEIN,1,21,21,10.5,0,0,0,0,0,0,0,0,0.07,0,108.02,108.09,0,0,0,0,0,,0,0,NonDipterocarp,0
2403,DIPTC1,4,1,79.5,12.4,2012.00,0,Dead,Dead,0,Dead,EUGEKO,1,27,27,13.5,0,0,0,0,0,0,0,0,0.09,0,138.89,138.98,0,0,0,0,0,,0,6,Dipterocarp,0
2405,SHORAC,4,1,78.5,10.2,2012.00,0,Dead,Dead,0,Dead,EUGENA,3,17,17,8.5,0,0,0,0,0,0,0,0,0.06,0,87.45,87.51,0,0,0,0,0,,0,0,Dipterocarp,0
2406,ARCHBU,4,1,72.9,7.9,2012.00,0,Dead,Dead,0,Dead,EUGEO1,2,23,23,11.5,0,0,0,0,0,0,0,0,0.08,0,118.31,118.39,0,0,0,0,0,,0,0,NonDipterocarp,0
2407,LITHEW,4,1,79.3,7,2012.00,20.3,Understory,Alive,8,Young,EUGEP3,6,6,6,3,2181.89,512.74,"1,025.49","1,090.94",0.1,3.18,0.18,0.09,0.02,8.99,30.86,39.88,4.1,0.46,24.38,322.45,3.22,,50,0,NonDipterocarp,18
2408,CLE1SU,4,1,77.9,4.6,2012.00,20.9,Understory,Alive,8,Young,EUGEP4,1,9,9,4.5,3595.75,845,"1,690.00","1,797.88",0.17,5.24,0.19,0.09,0.03,9.26,46.3,55.59,4.4,0.49,24.8,347.78,3.48,,50,0,NonDipterocarp,18
2409,KNEMLA,4,1,80,3.6,2012.00,0,Dead,Dead,0,Dead,EUGEPE,1,8,8,4,0,0,0,0,0,0,0,0,0.03,0,41.15,41.18,0,0,0,0,0,,0,0,NonDipterocarp,0
2410,ARCHBU,4,1,79,1.4,2012.00,18.2,Understory,Alive,7,Young,EUGEPR,3,23,23,11.5,5893.62,"1,385.00","2,770.00","2,946.81",0.28,8.59,0.16,0.08,0.08,8.06,118.31,126.45,5.6,0.62,22.8,242.39,2.42,,50,0,NonDipterocarp,17
2410A,ALANEB,4,1,79.2,1,2012.00,0,Dead,Dead,0,Dead,EUGEPU,4,9,9,4.5,0,0,0,0,0,0,0,0,0.03,0,46.3,46.33,0,0,0,0,0,,0,5,NonDipterocarp,0
2410B,SHORP1,4,1,76,0.4,2012.00,0,Dead,Dead,0,Dead,EUGERI,9,24,24,12,0,0,0,0,0,0,0,0,0.08,0,123.46,123.54,0,0,0,0,0,,0,0,Dipterocarp,0
2411,QUERAR,5,1,85.1,5.4,2012.00,0,Dead,Dead,0,Dead,EUGES2,2,9,9,4.5,0,0,0,0,0,0,0,0,0.03,0,46.3,46.33,0,0,0,0,0,,0,0,NonDipterocarp,0
2412,DIPTC1,5,1,86.6,5.5,2012.00,0,Dead,Dead,0,Dead,EUGESA,1,27,27,13.5,0,0,0,0,0,0,0,0,0.09,0,138.89,138.98,0,0,0,0,0,,0,6,Dipterocarp,0
2413,RYPAKU,5,1,89.7,5.8,2012.00,0,Dead,Dead,0,Dead,EUGESC,1,22,22,11,0,0,0,0,0,0,0,0,0.07,0,113.17,113.24,0,0,0,0,0,,0,0,NonDipterocarp,0
2414,CLE1SU,5,1,85.9,8.9,2012.00,0,Dead,Dead,0,Dead,EUGESD,1,9,9,4.5,0,0,0,0,0,0,0,0,0.03,0,46.3,46.33,0,0,0,0,0,,0,0,NonDipterocarp,0
2415,IXONIC,5,1,84,7.3,2012.00,0,Dead,Dead,0,Dead,EUGESP,3,21,21,10.5,0,0,0,0,0,0,0,0,0.07,0,108.02,108.09,0,0,0,0,0,,0,0,NonDipterocarp,0
2416,DIOSAP,5,1,81,5.4,2012.00,18.6,Understory,Alive,7,Young,EUGESU,5,7,7,3.5,1922.52,451.79,903.58,961.26,0.09,2.8,0.16,0.08,0.02,8.24,36.01,44.27,4.6,0.51,23.11,256.62,2.57,,50,8,NonDipterocarp,18
2417,VATIBE,5,1,85.6,13.7,2012.00,20.4,Understory,Alive,8,Young,EUGETU,2,11,11,5.5,4064.05,955.05,"1,910.10","2,032.03",0.19,5.92,0.18,0.09,0.04,9.04,56.58,65.66,6.7,0.74,24.45,326.59,3.27,,50,4,NonDipterocarp,18
2418,MACALO,5,1,82.7,14.7,2012.00,13,Understory,Alive,5,Young,FICUSA,1,34,34,17,3043.31,715.18,"1,430.36","1,521.66",0.14,4.43,0.12,0.06,0.11,5.76,174.9,180.77,2.4,0.27,18.23,98.9,0.99,,0,0,NonDipterocarp,16
2419,MANGG1,5,1,85,16.3,2012.00,0,Dead,Dead,0,Dead,GANUSN,8,1,1,0.5,0,0,0,0,0,0,0,0,0,0,5.14,5.15,0,0,0,0,0,,0,9,NonDipterocarp,0
2420,MACALO,5,1,82,19.8,2012.00,0,Dead,Dead,0,Dead,GARCAT,1,34,34,17,0,0,0,0,0,0,0,0,0.11,0,174.9,175.01,0,0,0,0,0,,0,0,NonDipterocarp,0
2421,MACALO,5,1,86.7,16.8,2012.00,0,Dead,Dead,0,Dead,GARCBA,1,34,34,17,0,0,0,0,0,0,0,0,0.11,0,174.9,175.01,0,0,0,0,0,,0,0,NonDipterocarp,0
2422,DACRR2,5,1,92.2,17.2,2012.00,0,Dead,Dead,0,Dead,GARCEU,1,4,4,2,0,0,0,0,0,0,0,0,0.01,0,20.58,20.59,0,0,0,0,0,,0,15,NonDipterocarp,0
2423,OCHAAM,5,1,95.6,17.4,2012.00,20.1,Understory,Alive,8,Young,GARCMA,3,20,20,10,7044.51,"1,655.46","3,310.92","3,522.26",0.33,10.26,0.18,0.09,0.07,8.91,102.88,111.85,3.5,0.39,24.23,314.25,3.14,,50,0,NonDipterocarp,18
2423A,MACALO,5,1,95,18.2,2012.00,14,Understory,Alive,6,Young,GARCNE,1,34,34,17,3823.34,898.48,"1,796.97","1,911.67",0.18,5.57,0.12,0.06,0.11,6.2,174.9,181.21,2,0.22,19.19,120.74,1.21,,0,0,NonDipterocarp,16
2423B,ALANEB,5,1,95.4,17.2,2012.00,0,Dead,Dead,0,Dead,GARCNI,1,9,9,4.5,0,0,0,0,0,0,0,0,0.03,0,46.3,46.33,0,0,0,0,0,,0,5,NonDipterocarp,0
2423C,OCHAAM,5,1,92,0.4,2012.00,0,Dead,Dead,0,Dead,GARCPA,4,20,20,10,0,0,0,0,0,0,0,0,0.07,0,102.88,102.95,0,0,0,0,0,,0,0,NonDipterocarp,0
2424,SCOLSP,5,1,96.5,15.2,2012.00,0,Dead,Dead,0,Dead,GARCRO,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,5.14,5.15,0,0,0,0,0,,0,0,NonDipterocarp,0
2425,KOILLO,5,1,94.2,11.7,2012.00,0,Dead,Dead,0,Dead,GARCS1,1,6,6,3,0,0,0,0,0,0,0,0,0.02,0,30.86,30.88,0,0,0,0,0,,0,0,NonDipterocarp,0
2425A,HORSPS,5,1,0,0,2012.00,0,Dead,Dead,0,Dead,GIRONE,12,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,0,NonDipterocarp,0
2426,DACRR2,5,1,98.1,16.3,2012.00,14.5,Understory,Alive,6,Young,GIROPA,5,4,4,2,501.47,117.85,235.69,250.74,0.02,0.73,0.13,0.06,0.01,6.42,20.58,27.01,1.9,0.21,19.66,132.66,1.33,,0,15,NonDipterocarp,16
2426A,QUERAR,5,1,98,17.1,2012.00,0,Dead,Dead,0,Dead,GIROSU,1,9,9,4.5,0,0,0,0,0,0,0,0,0.03,0,46.3,46.33,0,0,0,0,0,,0,0,NonDipterocarp,0
2427,SHORP2,5,1,99.1,19.4,2012.00,41.5,Canopy,Alive,17,Young,GLUTEL,1,23,23,11.5,91987.7,"21,617.11","43,234.22","45,993.85",4.32,134.03,0.37,0.18,0.08,18.39,118.31,136.78,7.4,0.82,35.16,"1,943.78",19.44,,40,0,Dipterocarp,26
2427A,DILLSU,5,1,90,19,2012.00,12.4,Understory,Alive,5,Young,GLUTM2,2,4,4,2,309.88,72.82,145.64,154.94,0.01,0.45,0.11,0.05,0.01,5.49,20.58,26.08,1.8,0.2,17.63,87.02,0.87,,0,0,NonDipterocarp,15
2428,SCA1SP,5,1,98.4,7.7,2012.00,0,Dead,Dead,0,Dead,GONOGR,2,12,12,6,0,0,0,0,0,0,0,0,0.04,0,61.73,61.77,0,0,0,0,0,,0,0,NonDipterocarp,0
2429,ATUNEX,5,1,96.7,3.3,2012.00,0,Dead,Dead,0,Dead,GONYAF,1,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,7,NonDipterocarp,0
2430,SHORP2,5,1,97.4,2.1,2012.00,39.7,Canopy,Alive,16,Young,GONYMA,3,23,23,11.5,78858.01,"18,531.63","37,063.27","39,429.01",3.71,114.9,0.35,0.18,0.08,17.59,118.31,135.98,9.9,1.1,34.5,"1,745.30",17.45,,40,0,Dipterocarp,25
2430A,ELATTA,5,1,96.1,2.3,2012.00,0,Dead,Dead,0,Dead,GORDSI,1,7,7,3.5,0,0,0,0,0,0,0,0,0.02,0,36.01,36.03,0,0,0,0,0,,0,9,NonDipterocarp,0
2430B,PARKSP,5,1,99.2,3.5,2012.00,0,Dead,Dead,0,Dead,GREWAN,1,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,18,NonDipterocarp,0
2431,RYPAAC,5,1,93.7,4.3,2012.00,31.5,Canopy,Alive,13,Young,GREWBL,5,4,4,2,6210.91,"1,459.56","2,919.13","3,105.45",0.29,9.05,0.28,0.14,0.01,13.96,20.58,34.55,6.4,0.71,30.99,987.13,9.87,,40,0,NonDipterocarp,22
2432,POL1JE,5,1,93.2,2.3,2012.00,11.6,Understory,Alive,5,Young,GREWFI,1,6,6,3,379.59,89.2,178.41,189.8,0.02,0.55,0.1,0.05,0.02,5.14,30.86,36.02,0,0,16.81,72.6,0.73,,0,0,NonDipterocarp,15
2432A,MONOMA,5,1,0,0,2012.00,18,Understory,Alive,7,Young,GREWLA,1,30,30,15,7421.55,"1,744.07","3,488.13","3,710.78",0.35,10.81,0.16,0.08,0.1,7.98,154.32,162.4,6.8,0.76,22.64,235.46,2.35,,50,11,NonDipterocarp,17
2432B,DIOSSU,5,1,92.5,1.2,2012.00,0,Dead,Dead,0,Dead,GREWMI,12,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,8,NonDipterocarp,0
2432C,DIOSBU,5,1,91.2,0.5,2012.00,0,Dead,Dead,0,Dead,GYMNFO,1,10,10,5,0,0,0,0,0,0,0,0,0.03,0,51.44,51.47,0,0,0,0,0,,0,0,NonDipterocarp,0
2433,KOOMMA,6,1,80.5,21,2012.00,25,Understory,Alive,10,Young,GYNOAX,2,9,9,4.5,6456.45,"1,517.27","3,034.53","3,228.22",0.3,9.41,0.22,0.11,0.03,11.08,46.3,57.4,25,2.78,27.48,551.27,5.51,,50,7,NonDipterocarp,20
2434,DIOSLA,6,1,81.6,20.6,2012.00,0,Dead,Dead,0,Dead,GYNOMA,1,5,5,2.5,0,0,0,0,0,0,0,0,0.02,0,25.72,25.74,0,0,0,0,0,,0,8,NonDipterocarp,0
2435,GONYMA,6,1,84.7,22.3,2012.00,0,Dead,Dead,0,Dead,HERIEL,2,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,16,NonDipterocarp,0
2436,SHORM2,6,1,86.6,24.5,2012.00,0,Dead,Dead,0,Dead,HERISI,4,28,28,14,0,0,0,0,0,0,0,0,0.09,0,144.03,144.13,0,0,0,0,0,,0,0,Dipterocarp,0
2437,SHORP2,6,1,85.8,25.5,2012.00,0,Dead,Dead,0,Dead,HOMADI,1,23,23,11.5,0,0,0,0,0,0,0,0,0.08,0,118.31,118.39,0,0,0,0,0,,0,0,Dipterocarp,0
2438,ANTICO,6,1,81.1,27.4,2012.00,0,Dead,Dead,0,Dead,HOPEBR,1,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,0,NonDipterocarp,0
2439,CRY1GR,6,1,80.3,26.9,2012.00,0,Dead,Dead,0,Dead,HOPEDR,7,6,6,3,0,0,0,0,0,0,0,0,0.02,0,30.86,30.88,0,0,0,0,0,,0,5,NonDipterocarp,0
2440,MACALO,6,1,83.2,29.4,2012.00,0,Dead,Dead,0,Dead,HOPEME,26,34,34,17,0,0,0,0,0,0,0,0,0.11,0,174.9,175.01,0,0,0,0,0,,0,0,NonDipterocarp,0
2441,MYRIM1,6,1,82.4,30.2,2012.00,0,Dead,Dead,0,Dead,HORSCR,1,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,0,NonDipterocarp,0
2441A,XANTRU,6,1,80.8,28.2,2012.00,0,Dead,Dead,0,Dead,HORSFL,2,8,8,4,0,0,0,0,0,0,0,0,0.03,0,41.15,41.18,0,0,0,0,0,,0,6,NonDipterocarp,0
2441B,MACAHY,6,1,81.8,30.5,2012.00,0,Dead,Dead,0,Dead,HORSPO,4,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,10,NonDipterocarp,0
2441C,CROTLA,6,1,81.6,28,2012.00,0,Dead,Dead,0,Dead,HORSPS,2,22,22,11,0,0,0,0,0,0,0,0,0.07,0,113.17,113.24,0,0,0,0,0,,0,5,NonDipterocarp,0
2442,MACALO,6,1,86.7,29.3,2012.00,0,Dead,Dead,0,Dead,HORSS2,5,34,34,17,0,0,0,0,0,0,0,0,0.11,0,174.9,175.01,0,0,0,0,0,,0,0,NonDipterocarp,0
2443,BHESPA,6,1,89.1,29.5,2012.00,0,Dead,Dead,0,Dead,HUNTZE,1,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,0,NonDipterocarp,0
2443A,MACACO,6,1,81.2,22.2,2012.00,0,Dead,Dead,0,Dead,INTSPA,6,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,0,NonDipterocarp,0
2444,KNEMFU,6,1,86.7,30.2,2012.00,0,Dead,Dead,0,Dead,IRVIMA,2,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,0,NonDipterocarp,0
2445,NEOSKI,6,1,88.4,32.1,2012.00,0,Dead,Dead,0,Dead,IXONIC,21,13,13,6.5,0,0,0,0,0,0,0,0,0.04,0,66.87,66.92,0,0,0,0,0,,0,0,NonDipterocarp,0
2445A,MACAHY,6,1,89.3,31,2012.00,0,Dead,Dead,0,Dead,KIBAAR,5,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,10,NonDipterocarp,0
2446,MEL1FU,6,1,89.2,32.7,2012.00,0,Dead,Dead,0,Dead,KIBAMA,1,9,9,4.5,0,0,0,0,0,0,0,0,0.03,0,46.3,46.33,0,0,0,0,0,,0,0,NonDipterocarp,0
2446A,AIDICO,6,1,89.8,34.2,2012.00,0,Dead,Dead,0,Dead,KNEMCO,1,4,4,2,0,0,0,0,0,0,0,0,0.01,0,20.58,20.59,0,0,0,0,0,,0,0,NonDipterocarp,0
2447,MESUFE,6,1,86.8,32.4,2012.00,0,Dead,Dead,0,Dead,KNEMCU,1,15,15,7.5,0,0,0,0,0,0,0,0,0.05,0,77.16,77.21,0,0,0,0,0,,0,0,NonDipterocarp,0
2448,SCA2LI,6,1,86.4,33,2012.00,0,Dead,Dead,0,Dead,KNEMFU,3,2,2,1,0,0,0,0,0,0,0,0,0.01,0,10.29,10.29,0,0,0,0,0,,0,7,NonDipterocarp,0
2448A,DACRR1,6,1,0,0,2012.00,17.3,Understory,Alive,7,Young,KNEMHO,2,44,44,22,9596.9,"2,255.27","4,510.54","4,798.45",0.45,13.98,0.15,0.08,0.15,7.67,226.34,234.15,6,0.67,22.08,212.1,2.12,,50,0,NonDipterocarp,17
2449,EUGECL,6,1,86.9,33.8,2012.00,0,Dead,Dead,0,Dead,KNEMKU,1,8,8,4,0,0,0,0,0,0,0,0,0.03,0,41.15,41.18,0,0,0,0,0,,0,0,NonDipterocarp,0
2450,XANTRU,6,1,82.9,34.9,2012.00,0,Dead,Dead,0,Dead,KNEMLA,8,8,8,4,0,0,0,0,0,0,0,0,0.03,0,41.15,41.18,0,0,0,0,0,,0,6,NonDipterocarp,0
2451,XANTEU,6,1,82.4,35.7,2012.00,14.2,Understory,Alive,6,Young,KNEMMA,11,32,32,16,3759.92,883.58,"1,767.16","1,879.96",0.18,5.48,0.13,0.06,0.11,6.29,164.61,171.01,0,0,19.38,125.43,1.25,,0,15,NonDipterocarp,16
2452,PAROVA,6,1,85.3,38.4,2012.00,0,Dead,Dead,0,Dead,KNEMPA,2,7,7,3.5,0,0,0,0,0,0,0,0,0.02,0,36.01,36.03,0,0,0,0,0,,0,6,NonDipterocarp,0
2452A,GARCPA,6,1,0,0,2012.00,0,Dead,Dead,0,Dead,KNEMSC,15,4,4,2,0,0,0,0,0,0,0,0,0.01,0,20.58,20.59,0,0,0,0,0,,0,0,NonDipterocarp,0
2453,PAR1OB,6,1,85.1,39.4,2012.00,25,Understory,Alive,10,Young,KNEMST,2,3,3,1.5,2152.15,505.76,"1,011.51","1,076.07",0.1,3.14,0.22,0.11,0.01,11.08,15.43,26.52,11.4,1.27,27.48,551.27,5.51,,50,7,NonDipterocarp,20
2453A,ARDICO,6,1,86,39,2012.00,0,Dead,Dead,0,Dead,KOILLO,6,3,3,1.5,0,0,0,0,0,0,0,0,0.01,0,15.43,15.44,0,0,0,0,0,,0,16,NonDipterocarp,0
2453B,DIPTC1,6,1,86,39.2,2012.00,0,Dead,Dead,0,Dead,KOKOOC,1,27,27,13.5,0,0,0,0,0,0,0,0,0.09,0,138.89,138.98,0,0,0,0,0,,0,6,Dipterocarp,0
