TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan
2395A,SHORL1,4,1,68.7,18.9,2015,37.4,Canopy,12-17,Alive,44,Intermediate,9.00,"50,217.30",2.36,0.33,0.17,"1,800.00",16.57,900.00,"2,716.57",1.70,0.85,33.6,0
2395B,SHORAC,4,1,69.1,17.1,2015,28.3,Understory,6-11,Alive,31,Intermediate,8.50,"18,410.78",0.87,0.25,0.13,"1,700.00",12.54,850.00,"2,562.54",11.90,5.95,29.4,0
2395C,ARCHDU,4,1,67.8,16.1,2015,10.7,Understory,1-5,Alive,3,Young,0.50,49.61,0.00,0.09,0.05,100.00,4.74,50.00,154.74,10.70,5.35,15.8,0
2395D,MACALO,4,1,67.9,16.5,2015,10.9,Understory,1-5,Alive,3,Young,17.00,"1,783.11",0.08,0.10,0.05,"3,400.00",4.83,"1,700.00","5,104.83",10.90,5.45,16.1,0
2395E,DIOSRU,4,1,66.5,15.2,2015,15.3,Understory,6-11,Alive,3,Young,1.00,296.38,0.01,0.14,0.07,200.00,6.78,100.00,306.78,15.30,7.65,20.4,25
2396,PORTAN,4,1,65.0,16.8,2015,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
2397,MACALO,4,1,63.4,19.0,2015,0.0,Dead,0,Dead,0,,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",-14.10,-7.05,0.0,0
2398,DIOSS1,4,1,61.1,17.2,2015,16.5,Understory,6-11,Alive,48,Intermediate,0.50,187.81,0.01,0.15,0.07,100.00,7.31,50.00,157.31,0.50,0.25,21.4,5
2398A,DIPLMA,4,1,62.0,15.7,2015,0.0,Dead,0,Dead,0,Dead,5.50,0.00,0.00,0.00,0.00,"1,100.00",0.00,550.00,"1,650.00",0.00,0.00,0.0,0
2400,RYPAKU,4,1,76.7,13.1,2015,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,0
2401,XANTEU,4,1,78.8,14.1,2015,14.8,Understory,6-11,Alive,49,Intermediate,16.00,"4,275.45",0.20,0.13,0.07,"3,200.00",6.56,"1,600.00","4,806.56",0.00,0.00,19.9,15
2402,PIMEGR,4,1,79.0,13.3,2015,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2403,DIPTC1,4,1,79.5,12.4,2015,0.0,Dead,0,Dead,0,Dead,13.50,0.00,0.00,0.00,0.00,"2,700.00",0.00,"1,350.00","4,050.00",0.00,0.00,0.0,6
2405,SHORAC,4,1,78.5,10.2,2015,0.0,Dead,0,Dead,0,Dead,8.50,0.00,0.00,0.00,0.00,"1,700.00",0.00,850.00,"2,550.00",0.00,0.00,0.0,0
2406,ARCHBU,4,1,72.9,7.9,2015,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
2407,LITHEW,4,1,79.3,7.0,2015,20.4,Understory,6-11,Alive,49,Intermediate,3.00,"2,216.75",0.10,0.18,0.09,600.00,9.04,300.00,909.04,0.10,0.05,24.4,0
2408,CLE1SU,4,1,77.9,4.6,2015,21.0,Understory,6-11,Alive,49,Intermediate,4.50,"3,651.73",0.17,0.19,0.09,900.00,9.31,450.00,"1,359.31",0.10,0.05,24.9,0
2409,KNEMLA,4,1,80.0,3.6,2015,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,0
2410,ARCHBU,4,1,79.0,1.4,2015,18.3,Understory,6-11,Alive,48,Intermediate,11.50,"5,997.44",0.28,0.16,0.08,"2,300.00",8.11,"1,150.00","3,458.11",0.10,0.05,22.9,0
2410A,ALANEB,4,1,79.2,1.0,2015,12.5,Understory,1-5,Alive,3,Young,4.50,714.51,0.03,0.11,0.06,900.00,5.54,450.00,"1,355.54",12.50,6.25,17.7,5
2410B,SHORP1,4,1,76.0,0.4,2015,0.0,Dead,0,Dead,0,Dead,12.00,0.00,0.00,0.00,0.00,"2,400.00",0.00,"1,200.00","3,600.00",0.00,0.00,0.0,0
2411,QUERAR,5,1,85.1,5.4,2015,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
2412,DIPTC1,5,1,86.6,5.5,2015,0.0,Dead,0,Dead,0,Dead,13.50,0.00,0.00,0.00,0.00,"2,700.00",0.00,"1,350.00","4,050.00",0.00,0.00,0.0,6
2413,RYPAKU,5,1,89.7,5.8,2015,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,0
2414,CLE1SU,5,1,85.9,8.9,2015,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
2415,IXONIC,5,1,84.0,7.3,2015,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2416,DIOSAP,5,1,81.0,5.4,2015,18.3,Understory,6-11,Alive,48,Intermediate,3.50,"1,825.31",0.09,0.16,0.08,700.00,8.11,350.00,"1,058.11",-0.30,-0.15,22.9,8
2417,VATIBE,5,1,85.6,13.7,2015,20.7,Understory,6-11,Alive,50,Intermediate,5.50,"4,260.25",0.20,0.18,0.09,"1,100.00",9.17,550.00,"1,659.17",0.30,0.15,24.7,4
2418,MACALO,5,1,82.7,14.7,2015,0.0,Dead,0,Dead,0,,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",-13.00,-6.50,0.0,0
2419,MANGG1,5,1,85.0,16.3,2015,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,9
2420,MACALO,5,1,82.0,19.8,2015,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2421,MACALO,5,1,86.7,16.8,2015,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2422,DACRR2,5,1,92.2,17.2,2015,0.0,Dead,0,Dead,0,Dead,2.00,0.00,0.00,0.00,0.00,400.00,0.00,200.00,600.00,0.00,0.00,0.0,15
2423,OCHAAM,5,1,95.6,17.4,2015,19.5,Understory,6-11,Alive,50,Intermediate,10.00,"6,390.29",0.30,0.17,0.09,"2,000.00",8.64,"1,000.00","3,008.64",-0.60,-0.30,23.8,0
2423A,MACALO,5,1,95.0,18.2,2015,14.2,Understory,6-11,Alive,22,Intermediate,17.00,"3,994.92",0.19,0.13,0.06,"3,400.00",6.29,"1,700.00","5,106.29",0.20,0.10,19.4,0
2423B,ALANEB,5,1,95.4,17.2,2015,11.0,Understory,1-5,Alive,3,Young,4.50,485.13,0.02,0.10,0.05,900.00,4.87,450.00,"1,354.87",11.00,5.50,16.2,5
2423C,OCHAAM,5,1,92.0,0.4,2015,0.0,Dead,0,Dead,0,Dead,10.00,0.00,0.00,0.00,0.00,"2,000.00",0.00,"1,000.00","3,000.00",0.00,0.00,0.0,0
2424,SCOLSP,5,1,96.5,15.2,2015,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,0
2425,KOILLO,5,1,94.2,11.7,2015,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2425A,HORSPS,5,1,0.0,0.0,2015,0.0,Dead,0,Dead,0,Dead,1.00,0.00,0.00,0.00,0.00,200.00,0.00,100.00,300.00,0.00,0.00,0.0,0
2426,DACRR2,5,1,98.1,16.3,2015,14.6,Understory,6-11,Alive,48,Intermediate,2.00,512.29,0.02,0.13,0.06,400.00,6.47,200.00,606.47,0.10,0.05,19.7,15
2426A,QUERAR,5,1,98.0,17.1,2015,13.9,Understory,1-5,Alive,3,Young,4.50,989.88,0.05,0.12,0.06,900.00,6.16,450.00,"1,356.16",13.90,6.95,19.1,0
2427,SHORP2,5,1,99.1,19.4,2015,44.4,Canopy,12-17,Alive,24,Intermediate,11.50,"116,466.35",5.47,0.39,0.20,"2,300.00",19.67,"1,150.00","3,469.67",2.90,1.45,36.2,0
2427A,DILLSU,5,1,90.0,19.0,2015,12.5,Understory,1-5,Alive,24,Intermediate,2.00,317.56,0.01,0.11,0.06,400.00,5.54,200.00,605.54,0.10,0.05,17.7,0
2428,SCA1SP,5,1,98.4,7.7,2015,0.0,Dead,0,Dead,0,Dead,6.00,0.00,0.00,0.00,0.00,"1,200.00",0.00,600.00,"1,800.00",0.00,0.00,0.0,0
2429,ATUNEX,5,1,96.7,3.3,2015,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,7
2430,SHORP2,5,1,97.4,2.1,2015,40.9,Canopy,12-17,Alive,53,Intermediate,11.50,"87,443.86",4.11,0.36,0.18,"2,300.00",18.12,"1,150.00","3,468.12",1.20,0.60,34.9,0
2430A,ELATTA,5,1,96.1,2.3,2015,11.4,Understory,1-5,Alive,3,Young,3.50,420.18,0.02,0.10,0.05,700.00,5.05,350.00,"1,055.05",11.40,5.70,16.6,9
2430B,PARKSP,5,1,99.2,3.5,2015,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,18
2431,RYPAAC,5,1,93.7,4.3,2015,32.2,Canopy,12-17,Alive,52,Intermediate,2.00,"6,690.81",0.31,0.29,0.14,400.00,14.27,200.00,614.27,0.70,0.35,31.3,0
2432,POL1JE,5,1,93.2,2.3,2015,18.3,Understory,6-11,Alive,52,Intermediate,3.00,"1,564.55",0.07,0.16,0.08,600.00,8.11,300.00,908.11,6.70,3.35,22.9,0
2432A,MONOMA,5,1,0.0,0.0,2015,0.0,Dead,0,Dead,0,,15.00,0.00,0.00,0.00,0.00,"3,000.00",0.00,"1,500.00","4,500.00",-18.00,-9.00,0.0,11
2432B,DIOSSU,5,1,92.5,1.2,2015,10.1,Understory,1-5,Alive,3,Young,1.00,83.52,0.00,0.09,0.04,200.00,4.48,100.00,304.48,10.10,5.05,15.2,8
2432C,DIOSBU,5,1,91.2,0.5,2015,12.5,Understory,1-5,Alive,3,Young,5.00,793.90,0.04,0.11,0.06,"1,000.00",5.54,500.00,"1,505.54",12.50,6.25,17.7,0
2433,KOOMMA,6,1,80.5,21.0,2015,0.0,Dead,0,Dead,0,,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",-25.00,-12.50,0.0,7
2434,DIOSLA,6,1,81.6,20.6,2015,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,8
2435,GONYMA,6,1,84.7,22.3,2015,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,16
2436,SHORM2,6,1,86.6,24.5,2015,0.0,Dead,0,Dead,0,Dead,14.00,0.00,0.00,0.00,0.00,"2,800.00",0.00,"1,400.00","4,200.00",0.00,0.00,0.0,0
2437,SHORP2,6,1,85.8,25.5,2015,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
2438,ANTICO,6,1,81.1,27.4,2015,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,0
2439,CRY1GR,6,1,80.3,26.9,2015,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,5
2440,MACALO,6,1,83.2,29.4,2015,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2441,MYRIM1,6,1,82.4,30.2,2015,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,0
2441A,XANTRU,6,1,80.8,28.2,2015,14.5,Understory,6-11,Alive,3,Young,4.00,"1,002.94",0.05,0.13,0.06,800.00,6.42,400.00,"1,206.42",14.50,7.25,19.7,6
2441B,MACAHY,6,1,81.8,30.5,2015,10.9,Understory,1-5,Alive,3,Young,1.00,104.89,0.00,0.10,0.05,200.00,4.83,100.00,304.83,10.90,5.45,16.1,10
2441C,CROTLA,6,1,81.6,28.0,2015,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,5
2442,MACALO,6,1,86.7,29.3,2015,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2443,BHESPA,6,1,89.1,29.5,2015,0.0,Dead,0,Dead,0,Dead,1.00,0.00,0.00,0.00,0.00,200.00,0.00,100.00,300.00,0.00,0.00,0.0,0
2443A,MACACO,6,1,81.2,22.2,2015,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,0
2444,KNEMFU,6,1,86.7,30.2,2015,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,0
2445,NEOSKI,6,1,88.4,32.1,2015,0.0,Dead,0,Dead,0,Dead,6.50,0.00,0.00,0.00,0.00,"1,300.00",0.00,650.00,"1,950.00",0.00,0.00,0.0,0
2445A,MACAHY,6,1,89.3,31.0,2015,14.4,Understory,6-11,Alive,3,Young,1.00,245.41,0.01,0.13,0.06,200.00,6.38,100.00,306.38,14.40,7.20,19.6,10
2446,MEL1FU,6,1,89.2,32.7,2015,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
2446A,AIDICO,6,1,89.8,34.2,2015,0.0,Dead,0,Dead,0,Dead,2.00,0.00,0.00,0.00,0.00,400.00,0.00,200.00,600.00,0.00,0.00,0.0,0
2447,MESUFE,6,1,86.8,32.4,2015,0.0,Dead,0,Dead,0,Dead,7.50,0.00,0.00,0.00,0.00,"1,500.00",0.00,750.00,"2,250.00",0.00,0.00,0.0,0
2448,SCA2LI,6,1,86.4,33.0,2015,0.0,Dead,0,Dead,0,Dead,1.00,0.00,0.00,0.00,0.00,200.00,0.00,100.00,300.00,0.00,0.00,0.0,7
2448A,DACRR1,6,1,0.0,0.0,2015,0.0,Dead,0,Dead,0,,22.00,0.00,0.00,0.00,0.00,"4,400.00",0.00,"2,200.00","6,600.00",-17.30,-8.65,0.0,0
2449,EUGECL,6,1,86.9,33.8,2015,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,0
2450,XANTRU,6,1,82.9,34.9,2015,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,6
2451,XANTEU,6,1,82.4,35.7,2015,17.6,Understory,6-11,Alive,50,Intermediate,16.00,"7,370.64",0.35,0.16,0.08,"3,200.00",7.80,"1,600.00","4,807.80",3.40,1.70,22.3,15
2452,PAROVA,6,1,85.3,38.4,2015,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,6
2452A,GARCPA,6,1,0.0,0.0,2015,0.0,Dead,0,Dead,0,Dead,2.00,0.00,0.00,0.00,0.00,400.00,0.00,200.00,600.00,0.00,0.00,0.0,0
2453,PAR1OB,6,1,85.1,39.4,2015,25.4,Understory,6-11,Alive,50,Intermediate,1.50,"2,267.98",0.11,0.23,0.11,300.00,11.25,150.00,461.25,0.40,0.20,27.7,7
2453A,ARDICO,6,1,86.0,39.0,2015,14.0,Understory,6-11,Alive,3,Young,1.50,337.35,0.02,0.12,0.06,300.00,6.20,150.00,456.20,14.00,7.00,19.2,16
2453B,DIPTC1,6,1,86.0,39.2,2015,0.0,Dead,0,Dead,0,Dead,13.50,0.00,0.00,0.00,0.00,"2,700.00",0.00,"1,350.00","4,050.00",0.00,0.00,0.0,6
2454,DIPLMA,6,1,89.3,37.7,2015,16.3,Understory,6-11,Alive,49,Intermediate,5.50,"1,988.05",0.09,0.14,0.07,"1,100.00",7.22,550.00,"1,657.22",-0.30,-0.15,21.2,0
2454A,SCA1SP,6,1,89.5,36.5,2015,10.5,Understory,1-5,Alive,3,Young,6.00,562.64,0.03,0.09,0.05,"1,200.00",4.65,600.00,"1,804.65",10.50,5.25,15.6,0
2454B,NEOBHE,6,1,93.0,36.6,2015,14.5,Understory,6-11,Alive,3,Young,5.00,"1,253.68",0.06,0.13,0.06,"1,000.00",6.42,500.00,"1,506.42",14.50,7.25,19.7,0
2455,KNEMSC,6,1,81.6,38.5,2015,0.0,Dead,0,Dead,0,,7.50,0.00,0.00,0.00,0.00,"1,500.00",0.00,750.00,"2,250.00",-17.70,-8.85,0.0,0
2456,NEOBHE,6,1,81.7,39.0,2015,41.3,Canopy,12-17,Alive,56,Intermediate,5.00,"39,327.86",1.85,0.37,0.18,"1,000.00",18.30,500.00,"1,518.30",0.00,0.00,35.1,0
2456A,CANALL,6,1,81.2,39.7,2015,0.0,Dead,0,Dead,0,Dead,1.00,0.00,0.00,0.00,0.00,200.00,0.00,100.00,300.00,0.00,0.00,0.0,24
2457,MEL1FU,6,1,92.4,35.0,2015,0.0,Dead,0,Dead,0,Dead,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",0.00,0.00,0.0,0
2458,MEMEO2,6,1,93.2,39.8,2015,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
2459,CYATRA,6,1,96.9,37.7,2015,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
2460,XYLOM2,6,1,98.6,36.9,2015,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2461,DYERCO,6,1,97.8,34.7,2015,0.0,Dead,0,Dead,0,Dead,1.00,0.00,0.00,0.00,0.00,200.00,0.00,100.00,300.00,0.00,0.00,0.0,0
2462,EUGESA,6,1,98.1,34.2,2015,0.0,Dead,0,Dead,0,Dead,0.50,0.00,0.00,0.00,0.00,100.00,0.00,50.00,150.00,0.00,0.00,0.0,0
2463,POL1SU,6,1,98.3,31.5,2015,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2464,BEILDI,6,1,97.4,31.2,2015,0.0,Dead,0,Dead,0,Dead,5.00,0.00,0.00,0.00,0.00,"1,000.00",0.00,500.00,"1,500.00",0.00,0.00,0.0,6
2465,SANTLA,6,1,93.6,29.9,2015,17.7,Understory,6-11,Alive,3,Young,9.00,"4,221.25",0.20,0.16,0.08,"1,800.00",7.84,900.00,"2,707.84",17.70,8.85,22.4,4
2465A,ARTOIS,6,1,94.0,28.5,2015,15.2,Understory,6-11,Alive,3,Young,3.50,"1,016.32",0.05,0.13,0.07,700.00,6.74,350.00,"1,056.74",15.20,7.60,20.3,6
2465B,MACALO,6,1,94.8,26.0,2015,12.2,Understory,1-5,Alive,3,Young,17.00,"2,506.66",0.12,0.11,0.05,"3,400.00",5.41,"1,700.00","5,105.41",12.20,6.10,17.4,0
2466,ARCHBU,6,1,97.1,26.6,2015,0.0,Dead,0,Dead,0,Dead,11.50,0.00,0.00,0.00,0.00,"2,300.00",0.00,"1,150.00","3,450.00",0.00,0.00,0.0,0
2467,SANTLA,6,1,98.9,23.6,2015,37.0,Canopy,12-17,Alive,55,Intermediate,9.00,"48,392.72",2.27,0.33,0.16,"1,800.00",16.39,900.00,"2,716.39",11.91,5.96,33.4,4
2467A,GARCMA,6,1,99.0,22.1,2015,12.3,Understory,1-5,Alive,3,Young,1.50,226.74,0.01,0.11,0.05,300.00,5.45,150.00,455.45,12.30,6.15,17.5,8
2467B,DIPTC1,6,1,99.5,26.4,2015,12.5,Understory,1-5,Alive,3,Young,13.50,"2,143.54",0.10,0.11,0.06,"2,700.00",5.54,"1,350.00","4,055.54",12.50,6.25,17.7,6
2468,DRYPKI,6,1,99.7,21.0,2015,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,9
2469,SANTLA,6,1,98.2,20.3,2015,25.5,Understory,6-11,Alive,55,Intermediate,9.00,"13,785.81",0.65,0.23,0.11,"1,800.00",11.30,900.00,"2,711.30",-6.90,-3.45,27.8,4
2469A,GARCPA,6,1,99.6,20.4,2015,12.5,Understory,1-5,Alive,3,Young,2.00,317.56,0.01,0.11,0.06,400.00,5.54,200.00,605.54,12.50,6.25,17.7,0
2470,MESURA,6,1,94.5,20.7,2015,0.0,Dead,0,Dead,0,Dead,8.00,0.00,0.00,0.00,0.00,"1,600.00",0.00,800.00,"2,400.00",0.00,0.00,0.0,0
2471,POL1SU,6,1,93.4,22.8,2015,0.0,Dead,0,Dead,0,Dead,3.00,0.00,0.00,0.00,0.00,600.00,0.00,300.00,900.00,0.00,0.00,0.0,0
2471A,EUGERI,6,1,93.5,25.4,2015,0.0,Dead,0,Dead,0,,4.50,0.00,0.00,0.00,0.00,900.00,0.00,450.00,"1,350.00",-21.50,-10.75,0.0,0
2472,XERONO,6,1,91.3,21.9,2015,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,11
2473,MACALO,6,1,89.4,23.7,2015,0.0,Dead,0,Dead,0,Dead,17.00,0.00,0.00,0.00,0.00,"3,400.00",0.00,"1,700.00","5,100.00",0.00,0.00,0.0,0
2474,BOUEOP,7,1,62.9,22.2,2015,25.5,Understory,6-11,Alive,52,Intermediate,1.00,"1,531.76",0.07,0.23,0.11,200.00,11.30,100.00,311.30,7.40,3.70,27.8,0
2475,SANDKO,7,1,63.7,22.0,2015,0.0,Dead,0,Dead,0,Dead,4.00,0.00,0.00,0.00,0.00,800.00,0.00,400.00,"1,200.00",0.00,0.00,0.0,2
2476,IXONIC,7,1,64.4,23.5,2015,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2477,XANTEU,7,1,71.0,25.2,2015,0.0,Dead,0,Dead,0,,16.00,0.00,0.00,0.00,0.00,"3,200.00",0.00,"1,600.00","4,800.00",-23.70,-11.85,0.0,15
2477A,GONYMA,7,1,0.0,0.0,2015,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,16
2478,SHORM2,7,1,62.6,27.0,2015,21.8,Understory,6-11,Alive,51,Intermediate,14.00,"12,825.91",0.60,0.19,0.10,"2,800.00",9.66,"1,400.00","4,209.66",-10.70,-5.35,25.4,0
2478A,DACRRO,7,1,62.2,25.4,2015,13.5,Understory,1-5,Alive,31,Intermediate,4.50,904.63,0.04,0.12,0.06,900.00,5.98,450.00,"1,355.98",-4.80,-2.40,18.7,7
2478B,SHORP1,7,1,64.6,26.0,2015,0.0,Dead,0,Dead,0,Dead,12.00,0.00,0.00,0.00,0.00,"2,400.00",0.00,"1,200.00","3,600.00",0.00,0.00,0.0,0
2480,CROTLA,7,1,64.7,30.9,2015,0.0,Dead,0,Dead,0,Dead,11.00,0.00,0.00,0.00,0.00,"2,200.00",0.00,"1,100.00","3,300.00",0.00,0.00,0.0,5
2481,IXONIC,7,1,64.1,33.5,2015,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,0
2482,XERONO,7,1,66.2,33.9,2015,0.0,Dead,0,Dead,0,Dead,10.50,0.00,0.00,0.00,0.00,"2,100.00",0.00,"1,050.00","3,150.00",0.00,0.00,0.0,11
2483,ALPHEL,7,1,71.1,34.1,2015,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
2484,DIALWA,7,1,70.5,35.3,2015,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,0
2486,BACCRE,7,1,66.4,38.1,2015,0.0,Dead,0,Dead,0,Dead,5.00,0.00,0.00,0.00,0.00,"1,000.00",0.00,500.00,"1,500.00",0.00,0.00,0.0,0
2487,ARTOIS,7,1,68.3,38.9,2015,30.0,Canopy,12-17,Alive,54,Intermediate,3.50,"9,219.50",0.43,0.27,0.13,700.00,13.29,350.00,"1,063.29",0.90,0.45,30.2,6
2487A,KNEMLA,7,1,72.5,38.5,2015,10.6,Understory,1-5,Alive,3,Young,4.00,385.88,0.02,0.09,0.05,800.00,4.70,400.00,"1,204.70",10.60,5.30,15.7,0
2488,AIDICO,7,1,69.1,39.2,2015,0.0,Dead,0,Dead,0,,2.00,0.00,0.00,0.00,0.00,400.00,0.00,200.00,600.00,-26.80,-13.40,0.0,0
2489,DACRLA,7,1,70.8,34.6,2015,0.0,Dead,0,Dead,0,Dead,2.50,0.00,0.00,0.00,0.00,500.00,0.00,250.00,750.00,0.00,0.00,0.0,0
2490,EUGEPR,7,1,74.0,32.8,2015,0.0,Dead,0,Dead,0,Dead,1.50,0.00,0.00,0.00,0.00,300.00,0.00,150.00,450.00,0.00,0.00,0.0,7
2491,BACCRE,7,1,74.8,35.2,2015,0.0,Dead,0,Dead,0,Dead,5.00,0.00,0.00,0.00,0.00,"1,000.00",0.00,500.00,"1,500.00",0.00,0.00,0.0,0
2492,PTYCCO,7,1,77.0,38.9,2015,0.0,Dead,0,Dead,0,Dead,7.00,0.00,0.00,0.00,0.00,"1,400.00",0.00,700.00,"2,100.00",0.00,0.00,0.0,0
2493,LANSDO,7,1,77.6,36.2,2015,0.0,Dead,0,Dead,0,Dead,6.50,0.00,0.00,0.00,0.00,"1,300.00",0.00,650.00,"1,950.00",0.00,0.00,0.0,0
2494,DURIGR,7,1,77.4,32.1,2015,0.0,Dead,0,Dead,0,Dead,3.50,0.00,0.00,0.00,0.00,700.00,0.00,350.00,"1,050.00",0.00,0.00,0.0,0
2495,LEPISE,7,1,78.3,30.7,2015,0.0,Dead,0,Dead,0,Dead,5.50,0.00,0.00,0.00,0.00,"1,100.00",0.00,550.00,"1,650.00",0.00,0.00,0.0,0
