TAG,Species,QUAD,Hectare,XCO,YCO,Year,DBH,Size Class,Size Class by Inch,Status,Age,Age Class,Density,AGB,Carbon,Basal Area,Dom,RFre,RDom,RDen,IV,Growth,Growth rate,Height,LifeSpan,harvested
2445A,MACAHY,6,1,89.3,31.0,2019,16.8,Understory,6-11,Alive,7,Young,1.0,397.58,0.02,0.15,0.07,200.00,7.44,100.00,307.44,1.3,0.65,21.7,10,1
2445A,MACAHY,6,1,89.3,31.0,2019,16.8,Understory,6-11,Alive,7,Young,1.0,397.58,0.02,0.15,0.07,200.00,7.44,100.00,307.44,1.3,0.65,21.7,10,1
2446A,AIDICO,6,1,89.8,34.2,2019,11.9,Understory,1-5,Alive,4,Young,2.0,273.41,0.01,0.11,0.05,400.00,5.27,200.00,605.27,0.1,0.05,17.1,0,1
2446A,AIDICO,6,1,89.8,34.2,2019,11.9,Understory,1-5,Alive,4,Young,2.0,273.41,0.01,0.11,0.05,400.00,5.27,200.00,605.27,0.1,0.05,17.1,0,1
2446A,AIDICO,6,1,89.8,34.2,2019,11.9,Understory,1-5,Alive,4,Young,2.0,273.41,0.01,0.11,0.05,400.00,5.27,200.00,605.27,0.1,0.05,17.1,0,1
2451,XANTEU,6,1,82.4,35.7,2019,17.7,Understory,6-11,Alive,54,Intermediate,16.0,"7,504.44",0.35,0.16,0.08,"3,200.00",7.84,"1,600.00","4,807.84",0.1,0.05,22.4,15,1
2453,PAR1OB,6,1,85.1,39.4,2019,26.5,Understory,6-11,Alive,54,Intermediate,1.5,"2,609.99",0.12,0.23,0.12,300.00,11.74,150.00,461.74,0.9,0.45,28.4,7,1
2453A,ARDICO,6,1,86.0,39.0,2019,15.2,Understory,6-11,Alive,7,Young,1.5,435.56,0.02,0.13,0.07,300.00,6.74,150.00,456.74,0.5,0.25,20.3,16,1
2453A,ARDICO,6,1,86.0,39.0,2019,15.2,Understory,6-11,Alive,7,Young,1.5,435.56,0.02,0.13,0.07,300.00,6.74,150.00,456.74,0.5,0.25,20.3,16,1
2453B,DIPTC1,6,1,86.0,39.2,2019,13.1,Understory,1-5,Alive,4,Young,13.5,"2,474.22",0.12,0.12,0.06,"2,700.00",5.8,"1,350.00","4,055.80",0.0,0.0,18.3,6,0
2454,DIPLMA,6,1,89.3,37.7,2019,16.4,Understory,6-11,Alive,53,Intermediate,5.5,"2,026.70",0.1,0.15,0.07,"1,100.00",7.27,550.00,"1,657.27",0.0,0.0,21.3,0,1
2454A,SCA1SP,6,1,89.5,36.5,2019,10.4,Understory,1-5,Alive,7,Young,6.0,546.79,0.03,0.09,0.05,"1,200.00",4.61,600.00,"1,804.61",-0.1,-0.05,15.5,0,0
2454B,NEOBHE,6,1,93.0,36.6,2019,17.4,Understory,6-11,Alive,7,Young,5.0,"2,221.32",0.1,0.15,0.08,"1,000.00",7.71,500.00,"1,507.71",1.1,0.55,22.2,0,1
2454B,NEOBHE,6,1,93.0,36.6,2019,17.4,Understory,6-11,Alive,7,Young,5.0,"2,221.32",0.1,0.15,0.08,"1,000.00",7.71,500.00,"1,507.71",1.1,0.55,22.2,0,1
2456,NEOBHE,6,1,81.7,39.0,2019,54.1,Canopy,18-23,Alive,60,Mature,5.0,"101,930.52",4.79,0.48,0.24,"1,000.00",23.97,500.00,"1,523.97",1.0,0.5,39.0,0,1
2456A,CANALL,6,1,81.2,39.7,2019,10.8,Understory,1-5,Alive,4,Young,1.0,102.03,0.0,0.1,0.05,200.00,4.79,100.00,304.79,0.2,0.1,16.0,24,0
2465,SANTLA,6,1,93.6,29.9,2019,18.5,Understory,6-11,Alive,7,Young,9.0,"4,859.26",0.23,0.16,0.08,"1,800.00",8.2,900.00,"2,708.20",0.5,0.25,23.0,4,1
2465,SANTLA,6,1,93.6,29.9,2019,18.5,Understory,6-11,Alive,7,Young,9.0,"4,859.26",0.23,0.16,0.08,"1,800.00",8.2,900.00,"2,708.20",0.5,0.25,23.0,4,1
2465A,ARTOIS,6,1,94.0,28.5,2019,15.7,Understory,6-11,Alive,7,Young,3.5,"1,124.58",0.05,0.14,0.07,700.00,6.96,350.00,"1,056.96",0.3,0.15,20.7,6,0
2465B,MACALO,6,1,94.8,26.0,2019,12.4,Understory,1-5,Alive,7,Young,17.0,"2,633.94",0.12,0.11,0.05,"3,400.00",5.49,"1,700.00","5,105.49",0.0,0.0,17.6,0,0
2467,SANTLA,6,1,98.9,23.6,2019,40.4,Canopy,12-17,Alive,59,Intermediate,9.0,"65,571.93",3.08,0.36,0.18,"1,800.00",17.9,900.00,"2,717.90",1.9,0.95,34.8,4,1
2467,SANTLA,6,1,98.9,23.6,2019,40.4,Canopy,12-17,Alive,59,Intermediate,9.0,"65,571.93",3.08,0.36,0.18,"1,800.00",17.9,900.00,"2,717.90",1.9,0.95,34.8,4,1
2467A,GARCMA,6,1,99.0,22.1,2019,12.6,Understory,1-5,Alive,7,Young,1.5,244.04,0.01,0.11,0.06,300.00,5.58,150.00,455.58,-0.1,-0.05,17.8,8,0
2467B,DIPTC1,6,1,99.5,26.4,2019,14.7,Understory,6-11,Alive,7,Young,13.5,"3,532.12",0.17,0.13,0.07,"2,700.00",6.51,"1,350.00","4,056.51",1.1,0.55,19.8,6,0
2469,SANTLA,6,1,98.2,20.3,2019,28.7,Understory,6-11,Alive,59,Intermediate,9.0,"20,431.24",0.96,0.25,0.13,"1,800.00",12.72,900.00,"2,712.72",1.1,0.55,29.6,4,1
2469A,GARCPA,6,1,99.6,20.4,2019,11.4,Understory,1-5,Alive,7,Young,2.0,240.11,0.01,0.1,0.05,400.00,5.05,200.00,605.05,0.0,0.0,16.6,0,0
2474,BOUEOP,7,1,62.9,22.2,2019,18.1,Understory,6-11,Alive,56,Intermediate,1.0,503.57,0.02,0.16,0.08,200.00,8.02,100.00,308.02,-8.1,-4.05,22.7,0,1
2478,SHORM2,7,1,62.6,27.0,2019,35.2,Canopy,12-17,Alive,55,Intermediate,14.0,"63,438.36",2.98,0.31,0.16,"2,800.00",15.6,"1,400.00","4,215.60",1.1,0.55,32.7,0,1
2478A,DACRRO,7,1,62.2,25.4,2019,21.9,Understory,6-11,Alive,35,Intermediate,4.5,"4,184.42",0.2,0.19,0.1,900.00,9.7,450.00,"1,359.70",0.6,0.3,25.5,7,0
2478B,SHORP1,7,1,64.6,26.0,2019,14.6,Understory,6-11,Alive,4,Young,12.0,"3,073.75",0.14,0.13,0.06,"2,400.00",6.47,"1,200.00","3,606.47",1.0,0.5,19.7,0,0
2487,ARTOIS,7,1,68.3,38.9,2019,30.3,Canopy,12-17,Alive,58,Intermediate,3.5,"9,533.58",0.45,0.27,0.13,700.00,13.43,350.00,"1,063.43",0.1,0.05,30.4,6,1
2487A,KNEMLA,7,1,72.5,38.5,2019,11.5,Understory,1-5,Alive,7,Young,4.0,493.05,0.02,0.1,0.05,800.00,5.1,400.00,"1,205.10",0.2,0.1,16.7,0,0
2496,EUGEKO,7,1,74.6,26.7,2019,31.1,Canopy,12-17,Alive,54,Intermediate,0.5,"1,487.08",0.07,0.28,0.14,100.00,13.78,50.00,163.78,0.6,0.3,30.8,0,1
2496A,EUGETU,7,1,71.8,27.4,2019,20.5,Understory,6-11,Alive,7,Young,1.0,750.67,0.04,0.18,0.09,200.00,9.08,100.00,309.08,1.6,0.8,24.5,8,1
2496A,EUGETU,7,1,71.8,27.4,2019,20.5,Understory,6-11,Alive,7,Young,1.0,750.67,0.04,0.18,0.09,200.00,9.08,100.00,309.08,1.6,0.8,24.5,8,1
2496A,EUGETU,7,1,71.8,27.4,2019,20.5,Understory,6-11,Alive,7,Young,1.0,750.67,0.04,0.18,0.09,200.00,9.08,100.00,309.08,1.6,0.8,24.5,8,1
2496B,TRI3MA,7,1,72.0,28.6,2019,14.1,Understory,6-11,Alive,7,Young,1.0,229.91,0.01,0.12,0.06,200.00,6.25,100.00,306.25,1.7,0.85,19.3,6,0
2496C,SHORL1,7,1,72.0,27.0,2019,12.7,Understory,1-5,Alive,4,Young,9.0,"1,500.02",0.07,0.11,0.06,"1,800.00",5.63,900.00,"2,705.63",2.2,1.1,17.9,0,0
2498A,NEPHCO,7,1,78.0,21.0,2019,19.6,Understory,6-11,Alive,35,Intermediate,2.5,"1,624.03",0.08,0.17,0.09,500.00,8.68,250.00,758.68,0.3,0.15,23.9,0,1
2498B,SANTLA,7,1,79.5,20.4,2019,20.1,Understory,6-11,Alive,7,Young,9.0,"6,340.06",0.3,0.18,0.09,"1,800.00",8.91,900.00,"2,708.91",2.2,1.1,24.2,4,1
2498C,SHORL1,7,1,76.5,20.8,2019,19.5,Understory,6-11,Alive,7,Young,9.0,"5,751.26",0.27,0.17,0.09,"1,800.00",8.64,900.00,"2,708.64",2.2,1.1,23.8,0,0
2500,SHORP1,8,1,47.1,23.6,2019,42.9,Canopy,12-17,Alive,65,Mature,12.0,"107,760.07",5.06,0.38,0.19,"2,400.00",19.01,"1,200.00","3,619.01",0.4,0.2,35.7,0,1
2500B,SANTLA,8,1,48.5,22.0,2019,11.7,Understory,1-5,Alive,7,Young,9.0,"1,168.75",0.05,0.1,0.05,"1,800.00",5.18,900.00,"2,705.18",0.0,0.0,16.9,4,0
2501,DIOSAP,8,1,44.6,26.3,2019,28.1,Understory,6-11,Alive,56,Intermediate,3.5,"7,403.30",0.35,0.25,0.12,700.00,12.45,350.00,"1,062.45",2.0,1.0,29.3,8,1
2502A,ALPHEL,8,1,48.2,30.2,2019,12.2,Understory,1-5,Alive,7,Young,3.5,516.08,0.02,0.11,0.05,700.00,5.41,350.00,"1,055.41",0.2,0.1,17.4,0,0
2504,NAUCOF,8,1,40.9,36.9,2019,22.6,Understory,6-11,Alive,57,Intermediate,2.5,"2,575.61",0.12,0.2,0.1,500.00,10.01,250.00,760.01,0.3,0.15,26.0,0,0
2504C,PIMEGR,8,1,40.8,34.8,2019,25.3,Understory,6-11,Alive,35,Intermediate,10.5,"15,670.24",0.74,0.22,0.11,"2,100.00",11.21,"1,050.00","3,161.21",0.1,0.05,27.7,0,1
2504D,EUGERI,8,1,40.5,30.8,2019,27.2,Understory,6-11,Alive,7,Young,4.5,"8,539.08",0.4,0.24,0.12,900.00,12.05,450.00,"1,362.05",2.2,1.1,28.8,0,0
2505A,IXONIC,8,1,41.6,39.0,2019,16.2,Understory,6-11,Alive,7,Young,10.5,"3,722.61",0.17,0.14,0.07,"2,100.00",7.18,"1,050.00","3,157.18",0.7,0.35,21.2,0,0
2506A,SHORM2,8,1,46.0,38.2,2019,12.5,Understory,1-5,Alive,7,Young,14.0,"2,222.93",0.1,0.11,0.06,"2,800.00",5.54,"1,400.00","4,205.54",0.0,0.0,17.7,0,0
2506B,CROTLA,8,1,47.2,38.5,2019,13.5,Understory,1-5,Alive,7,Young,11.0,"2,211.31",0.1,0.12,0.06,"2,200.00",5.98,"1,100.00","3,305.98",0.3,0.15,18.7,5,1
2507A,SHORL1,8,1,48.8,38.5,2019,26.8,Understory,6-11,Alive,7,Young,9.0,"16,256.73",0.76,0.24,0.12,"1,800.00",11.88,900.00,"2,711.88",2.9,1.45,28.5,0,1
2507B,NEPHER,8,1,51.0,38.0,2019,13.1,Understory,1-5,Alive,7,Young,2.5,458.19,0.02,0.12,0.06,500.00,5.8,250.00,755.80,0.0,0.0,18.3,0,0
2515,KOOMMA,8,1,56.7,36.4,2019,65.2,Emergent,>24,Alive,73,Mature,4.5,"179,921.19",8.46,0.58,0.29,900.00,28.89,450.00,"1,378.89",1.5,0.75,41.6,7,1
2515A,SHORL1,8,1,54.5,22.5,2019,17.2,Understory,6-11,Alive,7,Young,9.0,"3,854.59",0.18,0.15,0.08,"1,800.00",7.62,900.00,"2,707.62",4.8,2.4,22.0,0,1
2515B,SHORL1,8,1,55.7,22.5,2019,14.8,Understory,6-11,Alive,7,Young,9.0,"2,404.94",0.11,0.13,0.07,"1,800.00",6.56,900.00,"2,706.56",-4.1,-2.05,19.9,0,0
2515C,SHORL1,8,1,55.4,36.6,2019,13.2,Understory,1-5,Alive,4,Young,9.0,"1,688.44",0.08,0.12,0.06,"1,800.00",5.85,900.00,"2,705.85",1.7,0.85,18.4,0,0
2516A,SHORP1,8,1,56.2,28.4,2019,13.7,Understory,1-5,Alive,4,Young,12.0,"2,524.19",0.12,0.12,0.06,"2,400.00",6.07,"1,200.00","3,606.07",1.8,0.9,18.9,0,1
2516B,DURIGR,8,1,56.5,30.0,2019,11.9,Understory,1-5,Alive,4,Young,3.5,478.48,0.02,0.11,0.05,700.00,5.27,350.00,"1,055.27",0.0,0.0,17.1,0,0
2521,EUGEDE,9,1,26.4,20.2,2019,11.7,Understory,1-5,Alive,48,Intermediate,3.5,454.51,0.02,0.1,0.05,700.00,5.18,350.00,"1,055.18",0.6,0.3,16.9,6,0
2522,SHORL1,9,1,26.0,24.7,2019,49.7,Canopy,18-23,Alive,54,Intermediate,9.0,"135,642.50",6.38,0.44,0.22,"1,800.00",22.02,900.00,"2,722.02",2.2,1.1,37.8,0,1
2523,CYNOMA,9,1,25.5,27.9,2019,23.8,Understory,6-11,Alive,52,Intermediate,5.0,"6,101.65",0.29,0.21,0.11,"1,000.00",10.55,500.00,"1,510.55",0.2,0.1,26.7,0,1
2524A,KOKOOC,9,1,23.2,26.6,2019,12.4,Understory,1-5,Alive,4,Young,0.5,77.47,0.0,0.11,0.05,100.00,5.49,50.00,155.49,0.7,0.35,17.6,0,0
2525,RYPAKU,9,1,21.5,32.9,2019,17.7,Understory,6-11,Alive,54,Intermediate,11.0,"5,159.30",0.24,0.16,0.08,"2,200.00",7.84,"1,100.00","3,307.84",0.2,0.1,22.4,0,1
2525A,CROTLA,9,1,21.8,31.0,2019,11.8,Understory,1-5,Alive,4,Young,11.0,"1,465.78",0.07,0.1,0.05,"2,200.00",5.23,"1,100.00","3,305.23",0.7,0.35,17.0,5,0
2528A,LITSM2,9,1,28.2,39.2,2019,14.4,Understory,6-11,Alive,35,Intermediate,0.5,122.70,0.01,0.13,0.06,100.00,6.38,50.00,156.38,0.1,0.05,19.6,0,0
2531,MANGQU,9,1,35.8,38.7,2019,34.5,Canopy,12-17,Alive,55,Intermediate,7.0,"29,614.20",1.39,0.31,0.15,"1,400.00",15.29,700.00,"2,115.29",0.5,0.25,32.4,0,1
2532,ELAENI,9,1,36.8,33.4,2019,40.6,Canopy,12-17,Alive,56,Intermediate,1.5,"11,117.67",0.52,0.36,0.18,300.00,17.99,150.00,467.99,0.3,0.15,34.8,0,1
2532C,ELAEFE,9,1,36.5,31.0,2019,10.2,Understory,1-5,Alive,7,Young,1.0,86.00,0.0,0.09,0.05,200.00,4.52,100.00,304.52,-0.3,-0.15,15.3,6,0
2532D,SANTLA,9,1,36.0,30.5,2019,12.8,Understory,1-5,Alive,7,Young,9.0,"1,536.44",0.07,0.11,0.06,"1,800.00",5.67,900.00,"2,705.67",0.0,0.0,18.0,4,1
2541,NEOSKI,10,1,1.8,35.1,2019,33.0,Canopy,12-17,Alive,58,Intermediate,6.5,"23,634.29",1.11,0.29,0.15,"1,300.00",14.62,650.00,"1,964.62",0.0,0.0,31.7,0,1
2541A,HORSPS,10,1,1.0,32.4,2019,13.0,Understory,1-5,Alive,7,Young,1.0,179.02,0.01,0.12,0.06,200.00,5.76,100.00,305.76,0.1,0.05,18.2,0,0
2541B,HUNTZE,10,1,0.5,35.0,2019,12.5,Understory,1-5,Alive,7,Young,0.5,79.39,0.0,0.11,0.06,100.00,5.54,50.00,155.54,0.2,0.1,17.7,0,0
2546,SANTLA,10,1,9.8,37.3,2019,16.5,Understory,6-11,Alive,52,Intermediate,9.0,"3,380.53",0.16,0.15,0.07,"1,800.00",7.31,900.00,"2,707.31",0.1,0.05,21.4,4,0
2547,QUERAR,10,1,10.3,39.6,2019,69.6,Emergent,>24,Alive,58,Intermediate,4.5,"228,415.99",10.74,0.62,0.31,900.00,30.84,450.00,"1,380.84",62.7,31.35,42.4,0,1
2547A,AGLAE1,10,1,8.5,39.1,2019,13.6,Understory,1-5,Alive,35,Intermediate,0.5,102.83,0.0,0.12,0.06,100.00,6.03,50.00,156.03,0.3,0.15,18.8,0,0
2548A,DACRRO,10,1,8.3,35.0,2019,15.6,Understory,6-11,Alive,48,Intermediate,4.5,"1,417.23",0.07,0.14,0.07,900.00,6.91,450.00,"1,356.91",0.0,0.0,20.6,7,0
2549,DACRR1,10,1,12.7,33.1,2019,18.4,Understory,6-11,Alive,53,Intermediate,22.0,"11,674.51",0.55,0.16,0.08,"4,400.00",8.15,"2,200.00","6,608.15",0.3,0.15,23.0,0,1
2552,MESUGR,10,1,19.5,33.6,2019,38.9,Canopy,12-17,Alive,58,Intermediate,1.5,"9,585.97",0.45,0.34,0.17,300.00,17.24,150.00,467.24,0.2,0.1,34.2,0,1
2554,GANUSN,10,1,19.8,38.7,2019,14.9,Understory,6-11,Alive,48,Intermediate,4.0,"1,091.51",0.05,0.13,0.07,800.00,6.6,400.00,"1,206.60",-0.1,-0.05,20.0,0,1
2554,GANUSN,10,1,19.8,38.7,2019,14.9,Understory,6-11,Alive,48,Intermediate,4.0,"1,091.51",0.05,0.13,0.07,800.00,6.6,400.00,"1,206.60",-0.1,-0.05,20.0,0,1
2554A,SANTLA,10,1,19.5,38.5,2019,13.8,Understory,1-5,Alive,7,Young,9.0,"1,936.11",0.09,0.12,0.06,"1,800.00",6.11,900.00,"2,706.11",0.9,0.45,19.0,4,0
2555,ARTORI,10,1,13.1,28.8,2019,29.2,Understory,6-11,Alive,55,Intermediate,1.5,"3,608.18",0.17,0.26,0.13,300.00,12.94,150.00,462.94,0.8,0.4,29.8,11,1
2556,KNEMMA,10,1,12.3,28.8,2019,15.4,Understory,6-11,Alive,53,Intermediate,5.5,"1,663.64",0.08,0.14,0.07,"1,100.00",6.82,550.00,"1,656.82",1.2,0.6,20.5,6,0
2557,DIOSBU,10,1,12.4,27.9,2019,25.2,Understory,6-11,Alive,56,Intermediate,5.0,"7,365.03",0.35,0.22,0.11,"1,000.00",11.17,500.00,"1,511.17",0.6,0.3,27.6,0,0
2559,POMEPA,10,1,14.1,26.0,2019,52.1,Canopy,18-23,Alive,64,Mature,3.0,"53,464.48",2.51,0.46,0.23,600.00,23.09,300.00,923.09,1.2,0.6,38.5,0,1
2559A,INTSPA,10,1,15.0,27.4,2019,11.5,Understory,1-5,Alive,7,Young,3.0,369.79,0.02,0.1,0.05,600.00,5.1,300.00,905.10,0.5,0.25,16.7,0,0
2563,SHORAC,10,1,14.6,21.5,2019,45.8,Canopy,18-23,Alive,53,Intermediate,8.5,"95,996.55",4.51,0.41,0.2,"1,700.00",20.29,850.00,"2,570.29",0.8,0.4,36.6,0,1
2563A,EUGERI,10,1,18.1,21.2,2019,12.0,Understory,1-5,Alive,4,Young,4.5,631.01,0.03,0.11,0.05,900.00,5.32,450.00,"1,355.32",0.0,0.0,17.2,0,0
2564,KNEMSC,10,1,14.0,21.4,2019,22.6,Understory,6-11,Alive,55,Intermediate,7.5,"7,726.84",0.36,0.2,0.1,"1,500.00",10.01,750.00,"2,260.01",0.1,0.05,26.0,0,0
2566,MACALO,11,1,7.1,40.3,2019,15.9,Understory,6-11,Alive,53,Intermediate,17.0,"5,683.39",0.27,0.14,0.07,"3,400.00",7.05,"1,700.00","5,107.05",0.0,0.0,20.9,0,1
2569,BOUEMA,11,1,10.5,46.0,2019,36.2,Canopy,12-17,Alive,59,Intermediate,2.0,"9,975.81",0.47,0.32,0.16,400.00,16.04,200.00,616.04,0.4,0.2,33.1,14,1
2569A,PSYD10,11,1,10.8,47.3,2019,12.0,Understory,1-5,Alive,7,Young,0.5,70.11,0.0,0.11,0.05,100.00,5.32,50.00,155.32,0.0,0.0,17.2,24,0
2569C,NEOSKI,11,1,13.4,47.8,2019,11.9,Understory,1-5,Alive,4,Young,6.5,888.60,0.04,0.11,0.05,"1,300.00",5.27,650.00,"1,955.27",0.4,0.2,17.1,0,0
2570,DACRR1,11,1,9.1,47.1,2019,22.7,Understory,6-11,Alive,53,Intermediate,22.0,"22,994.44",1.08,0.2,0.1,"4,400.00",10.06,"2,200.00","6,610.06",0.3,0.15,26.0,0,0
2570C,PTEIEC,11,1,2.5,46.2,2019,13.1,Understory,1-5,Alive,7,Young,0.5,91.64,0.0,0.12,0.06,100.00,5.8,50.00,155.80,0.6,0.3,18.3,0,0
2572,DRYPLO,11,1,0.4,45.0,2019,14.0,Understory,6-11,Alive,54,Intermediate,8.5,"1,911.67",0.09,0.12,0.06,"1,700.00",6.2,850.00,"2,556.20",0.3,0.15,19.2,0,1
2572A,ARTORI,11,1,3.0,43.8,2019,12.0,Understory,1-5,Alive,35,Intermediate,1.5,210.34,0.01,0.11,0.05,300.00,5.32,150.00,455.32,-4.0,-2.0,17.2,11,1
2572D,IXONIC,11,1,3.7,40.4,2019,23.7,Understory,6-11,Alive,35,Intermediate,10.5,"12,637.64",0.59,0.21,0.11,"2,100.00",10.5,"1,050.00","3,160.50",1.2,0.6,26.7,0,1
2572E,EUGEPU,11,1,3.8,44.4,2019,11.0,Understory,1-5,Alive,4,Young,2.0,215.61,0.01,0.1,0.05,400.00,4.87,200.00,604.87,0.8,0.4,16.2,0,0
2574,DIALPA,11,1,5.1,57.3,2019,17.5,Understory,6-11,Alive,54,Intermediate,0.5,226.21,0.01,0.16,0.08,100.00,7.75,50.00,157.75,0.1,0.05,22.2,7,1
2575,EUGEFI,11,1,3.3,55.3,2019,21.2,Understory,6-11,Alive,53,Intermediate,2.5,"2,091.99",0.1,0.19,0.09,500.00,9.39,250.00,759.39,0.4,0.2,25.0,0,1
2575A,SHORP1,11,1,1.2,56.2,2019,30.5,Canopy,12-17,Alive,28,Intermediate,12.0,"33,419.29",1.57,0.27,0.14,"2,400.00",13.51,"1,200.00","3,613.51",1.4,0.7,30.5,0,1
2575B,PAYELU,11,1,6.5,56.2,2019,13.5,Understory,1-5,Alive,7,Young,6.0,"1,206.17",0.06,0.12,0.06,"1,200.00",5.98,600.00,"1,805.98",0.6,0.3,18.7,8,0
2575C,APORAU,11,1,5.4,53.4,2019,12.0,Understory,1-5,Alive,7,Young,2.0,280.45,0.01,0.11,0.05,400.00,5.32,200.00,605.32,0.1,0.05,17.2,6,0
2576,HERISI,11,1,1.3,57.8,2019,20.7,Understory,6-11,Alive,52,Intermediate,2.0,"1,549.18",0.07,0.18,0.09,400.00,9.17,200.00,609.17,-0.1,-0.05,24.7,0,0
2578,MALLPE,11,1,12.2,57.8,2019,23.8,Understory,6-11,Alive,53,Intermediate,6.0,"7,321.98",0.34,0.21,0.11,"1,200.00",10.55,600.00,"1,810.55",0.1,0.05,26.7,0,0
2587,MADHL1,11,1,19.0,55.3,2019,14.2,Understory,6-11,Alive,52,Intermediate,1.5,352.49,0.02,0.13,0.06,300.00,6.29,150.00,456.29,0.7,0.35,19.4,13,0
2589A,ARCHCL,11,1,15.5,51.0,2019,12.7,Understory,1-5,Alive,7,Young,0.5,83.33,0.0,0.11,0.06,100.00,5.63,50.00,155.63,-0.1,-0.05,17.9,0,1
2590,PEN1MO,11,1,16.5,48.7,2019,67.2,Emergent,>24,Alive,68,Mature,4.0,"178,566.09",8.39,0.6,0.3,800.00,29.78,400.00,"1,229.78",0.4,0.2,42.0,0,1
2590,PEN1MO,11,1,16.5,48.7,2019,67.2,Emergent,>24,Alive,68,Mature,4.0,"178,566.09",8.39,0.6,0.3,800.00,29.78,400.00,"1,229.78",0.4,0.2,42.0,0,1
2590A,XANTAF,11,1,16.3,49.0,2019,10.7,Understory,1-5,Alive,7,Young,1.0,99.22,0.0,0.09,0.05,200.00,4.74,100.00,304.74,0.1,0.05,15.8,7,0
2591,KIBAAR,11,1,19.5,46.4,2019,17.5,Understory,6-11,Alive,53,Intermediate,2.5,"1,131.03",0.05,0.16,0.08,500.00,7.75,250.00,757.75,0.1,0.05,22.2,0,1
2592,KNEMHO,11,1,20.0,45.1,2019,12.8,Understory,1-5,Alive,52,Intermediate,1.0,170.72,0.01,0.11,0.06,200.00,5.67,100.00,305.67,-0.2,-0.1,18.0,7,0
2593A,PIMEGR,11,1,14.4,41.3,2019,24.4,Understory,6-11,Alive,48,Intermediate,10.5,"13,906.05",0.65,0.22,0.11,"2,100.00",10.81,"1,050.00","3,160.81",0.3,0.15,27.1,0,1
2594,RYPAAC,12,1,23.6,42.0,2019,17.4,Understory,6-11,Alive,53,Intermediate,2.0,888.53,0.04,0.15,0.08,400.00,7.71,200.00,607.71,0.3,0.15,22.2,0,1
2595,CANALT,12,1,24.8,42.3,2019,15.2,Understory,6-11,Alive,48,Intermediate,1.0,290.38,0.01,0.13,0.07,200.00,6.74,100.00,306.74,0.1,0.05,20.3,7,0
2596,SHORM2,12,1,27.4,42.4,2019,18.8,Understory,6-11,Alive,54,Intermediate,14.0,"7,957.47",0.37,0.17,0.08,"2,800.00",8.33,"1,400.00","4,208.33",0.3,0.15,23.3,0,1
2598,LEPISE,12,1,28.2,46.2,2019,21.7,Understory,6-11,Alive,53,Intermediate,5.5,"4,964.02",0.23,0.19,0.1,"1,100.00",9.62,550.00,"1,659.62",0.4,0.2,25.4,0,0
2601,ANI1LA,12,1,23.4,46.2,2019,21.7,Understory,6-11,Alive,54,Intermediate,5.5,"4,964.02",0.23,0.19,0.1,"1,100.00",9.62,550.00,"1,659.62",0.2,0.1,25.4,0,1
2603,ANI1LA,12,1,25.3,51.9,2019,33.2,Canopy,12-17,Alive,56,Intermediate,5.5,"20,413.35",0.96,0.29,0.15,"1,100.00",14.71,550.00,"1,664.71",1.0,0.5,31.8,0,1
2604A,TRIOMA,12,1,25.8,55.2,2019,19.3,Understory,6-11,Alive,7,Young,1.0,618.23,0.03,0.17,0.09,200.00,8.55,100.00,308.55,1.5,0.75,23.6,27,1
2604B,PYREAC,12,1,23.5,57.0,2019,17.2,Understory,6-11,Alive,7,Young,0.5,214.14,0.01,0.15,0.08,100.00,7.62,50.00,157.62,0.3,0.15,22.0,0,0
2610A,KNEMLA,12,1,37.6,58.7,2019,11.4,Understory,1-5,Alive,4,Young,4.0,480.21,0.02,0.1,0.05,800.00,5.05,400.00,"1,205.05",-0.1,-0.05,16.6,0,1
2612,SANDKO,12,1,34.3,49.2,2019,22.9,Understory,6-11,Alive,54,Intermediate,4.0,"4,302.34",0.2,0.2,0.1,800.00,10.15,400.00,"1,210.15",0.2,0.1,26.2,2,1
2612A,DACRR1,12,1,36.2,57.0,2019,10.3,Understory,1-5,Alive,7,Young,22.0,"1,947.90",0.09,0.09,0.05,"4,400.00",4.56,"2,200.00","6,604.56",-0.1,-0.05,15.4,0,0
2613,SCA1SP,12,1,35.2,48.2,2019,11.4,Understory,1-5,Alive,53,Intermediate,6.0,720.32,0.03,0.1,0.05,"1,200.00",5.05,600.00,"1,805.05",-1.6,-0.8,16.6,0,0
2614,MEL1AU,12,1,35.2,47.0,2019,28.4,Understory,6-11,Alive,57,Intermediate,0.5,"1,095.84",0.05,0.25,0.13,100.00,12.58,50.00,162.58,-0.4,-0.2,29.4,0,1
2614A,MACALO,12,1,35.5,46.4,2019,11.1,Understory,1-5,Alive,4,Young,17.0,"1,883.28",0.09,0.1,0.05,"3,400.00",4.92,"1,700.00","5,104.92",0.1,0.05,16.3,0,0
2614B,CROTLA,12,1,36.6,47.2,2019,10.6,Understory,1-5,Alive,4,Young,11.0,"1,061.18",0.05,0.09,0.05,"2,200.00",4.7,"1,100.00","3,304.70",-0.4,-0.2,15.7,5,0
2615,BEILKU,12,1,34.7,45.9,2019,15.2,Understory,6-11,Alive,55,Intermediate,0.5,145.19,0.01,0.13,0.07,100.00,6.74,50.00,156.74,0.5,0.25,20.3,0,1
